age,income,loan_amount,credit_utilization,late_payments_12m,region,channel,default
24,73703.0,10717.0,0.18184698315172818,7.0,West,Branch,1
49,83452.0,-2212.0,0.004050062600107195,5.0,North,Branch,0
61,136493.0,8601.0,0.44678750170674153,6.0,West,Online,0
13,106191.0,-12773.0,0.5219629490023844,5.0,South,Online,1
40,67896.0,17222.0,0.17152021591908384,0.0,West,Online,0
30,87229.0,33204.0,0.14893820020621118,0.0,West,Online,0
14,102324.0,1879.0,0.0,4.0,East,Branch,1
47,,-5223.0,0.527595686100934,5.0,West,Partner,0
58,109613.0,72705.0,0.169884532708072,0.0,East,Partner,1
19,84439.0,-18573.0,0.13351820794429525,1.0,West,Online,0
32,126357.0,17878.0,0.40196234751569143,6.0,East,Branch,0
23,130350.0,32095.0,0.07864667272646256,0.0,North,Branch,0
24,71893.0,-26554.0,0.16073372895113594,0.0,South,Online,0
39,83808.0,24508.0,0.16481835766695363,6.0,North,Branch,0
25,59439.0,-11670.0,,0.0,East,Online,0
-9,108894.0,10539.0,0.15534544897211042,0.0,North,Partner,0
55,54843.0,97836.0,0.4005583640378296,0.0,South,Partner,1
39,86119.0,28799.0,0.2487800766731201,1.0,West,Online,0
17,111687.0,18652.0,0.4754052115357428,0.0,East,Branch,0
-3,119413.0,-46968.0,0.369148733771253,3.0,South,Branch,1
46,99462.0,-2659.0,0.23288692776404657,0.0,East,Branch,0
57,80835.0,-3361.0,0.4262175879361014,3.0,East,Branch,0
60,59300.0,-13385.0,0.0,6.0,South,Online,0
51,108262.0,35101.0,0.3813135152022662,6.0,East,Partner,0
40,82332.0,6682.0,0.1604938145229905,6.0,North,Online,0
12,46073.0,45937.0,0.0,0.0,South,Partner,0
-5,84897.0,32742.0,0.23609706773884864,0.0,South,Branch,0
27,72989.0,32491.0,,0.0,East,Online,0
43,67957.0,15390.0,0.39658668956211124,4.0,East,Online,0
30,87794.0,29961.0,0.21943613431650316,0.0,West,Branch,0
21,83896.0,27408.0,0.0,6.0,South,Partner,1
29,71645.0,-4551.0,0.42983662933808264,0.0,North,Partner,0
46,90741.0,9237.0,,5.0,North,Partner,0
35,74169.0,34677.0,0.15015128759558463,4.0,West,Partner,0
50,118512.0,-2185.0,0.06118208975823966,6.0,South,Branch,0
17,85438.0,-6382.0,0.4632012559743108,4.0,West,Branch,1
56,89814.0,26311.0,0.17172577235856637,0.0,South,Branch,0
48,97036.0,3619.0,0.0,8.0,South,Branch,0
39,69827.0,-35381.0,0.18125148243846695,0.0,North,Online,0
33,68231.0,83288.0,0.5044697739785311,-0.0,West,Partner,1
26,119024.0,10836.0,0.2327081462631721,6.0,South,Partner,0
60,83248.0,58307.0,0.38672144334806857,0.0,South,Partner,1
64,66875.0,-16006.0,0.0,12.0,East,Partner,0
35,119413.0,34059.0,0.19524154873570781,4.0,East,Online,0
63,94307.0,-35585.0,0.3681737081765654,7.0,East,Branch,0
43,,9746.0,0.0,6.0,North,Partner,0
34,45346.0,34310.0,0.41169798532088564,1.0,West,Online,0
8,98894.0,-26523.0,0.35051416824218223,2.0,North,Online,1
13,73886.0,-4365.0,0.17152954089019812,1.0,North,Partner,1
21,87772.0,36963.0,0.5350520174815865,5.0,North,Partner,0
14,86991.0,39887.0,0.19901218566825138,4.0,South,Branch,0
51,102113.0,14941.0,0.0760267863891407,8.0,South,Partner,0
41,68192.0,40605.0,0.3344348490653576,9.0,North,Partner,0
55,76449.0,3626.0,0.395943309051634,8.0,East,Branch,0
45,86249.0,1055.0,0.20100294483754283,3.0,East,Online,0
49,64913.0,-54234.0,0.12219219025127996,6.0,West,Branch,0
16,51869.0,-19190.0,0.118841686842827,0.0,North,Partner,0
20,79724.0,14529.0,0.34669427153179505,4.0,North,Branch,0
13,91536.0,28230.0,0.3697723825520387,4.0,North,Online,0
50,112133.0,10850.0,0.20476598853599146,9.0,South,Online,0
46,121185.0,-30784.0,0.0,0.0,East,Partner,0
-1,79291.0,33666.0,0.28211475211733394,0.0,North,Branch,0
10,100502.0,19277.0,0.33280539210410726,0.0,South,Partner,0
41,74443.0,3886.0,0.0,2.0,East,Branch,0
32,58895.0,-12114.0,0.36131555581777325,0.0,East,Branch,0
19,53622.0,-10785.0,0.30987755693020835,0.0,East,Branch,0
37,84157.0,19091.0,0.4065671125584989,0.0,East,Partner,0
26,81490.0,7347.0,0.28362120372881244,0.0,West,Online,0
27,71509.0,41426.0,0.4273673750767782,0.0,West,Branch,0
45,114609.0,20949.0,0.32170925573286147,4.0,West,Partner,0
16,145030.0,2143.0,0.2515054842954564,0.0,South,Branch,0
42,87590.0,17764.0,0.0,3.0,South,Partner,0
38,106227.0,-26964.0,0.1810206069190881,6.0,South,Online,0
41,53100.0,-18208.0,0.2221582318836528,2.0,South,Branch,0
28,138700.0,28804.0,0.05364309732031522,8.0,East,Online,1
32,96787.0,-10009.0,0.20039235529010613,4.0,East,Partner,0
31,152738.0,-30694.0,0.0,0.0,North,Online,0
46,75365.0,19450.0,0.9640013148585331,4.0,West,Partner,0
21,90050.0,12121.0,0.32869979620906414,4.0,North,Branch,0
47,68371.0,21946.0,0.1786346704854996,6.0,South,Branch,0
50,78395.0,8433.0,0.551398407687643,7.0,South,Branch,0
10,64018.0,17883.0,0.0,2.0,South,Branch,0
29,92350.0,23415.0,0.06993346469004316,5.0,North,Branch,1
43,93308.0,51788.0,0.01279702023525383,8.0,East,Online,1
39,71027.0,79467.0,0.7684622116910708,0.0,North,Branch,1
40,71461.0,26240.0,0.13621021921029083,4.0,East,Online,0
38,109315.0,25648.0,0.5667315349633164,0.0,East,Branch,0
64,56518.0,59927.0,0.8949547474829793,0.0,West,Branch,1
-6,49029.0,7971.0,0.19650546660376486,1.0,West,Partner,0
52,65374.0,5413.0,0.4541805785425517,7.0,West,Online,0
29,87465.0,40591.0,0.0502691216609195,-0.0,North,Branch,0
29,108305.0,-21849.0,0.026927946727367605,0.0,West,Online,0
41,71004.0,34219.0,1.0,0.0,East,Partner,1
48,76242.0,77283.0,0.0,9.0,North,Branch,1
43,121201.0,-6197.0,0.09430084170196197,0.0,West,Branch,0
63,89230.0,-12033.0,0.36874808470726317,6.0,West,Partner,0
45,90277.0,-31371.0,0.15572795992465377,0.0,South,Online,0
36,62591.0,39584.0,0.2036958645460249,3.0,West,Partner,0
49,120797.0,16908.0,0.6276162564061882,3.0,East,Branch,0
52,94418.0,56854.0,0.3558874584313724,0.0,South,Partner,1
-6,106936.0,-34576.0,0.3148325949217361,0.0,North,Branch,0
23,54108.0,-25712.0,0.10744803120828877,0.0,East,Branch,0
15,65314.0,-15703.0,0.29680109003580013,0.0,West,Online,0
61,142829.0,1622.0,0.8296147785091088,5.0,North,Online,0
33,63390.0,26172.0,0.1225828583269889,7.0,North,Online,1
6,103846.0,75743.0,0.07398119199485531,13.0,North,Partner,0
39,82565.0,38205.0,0.39034680363521207,5.0,South,Online,0
59,72909.0,-6219.0,0.0018757924696653425,11.0,South,Partner,0
32,108356.0,19066.0,0.3636774635053674,0.0,West,Online,0
51,65279.0,8969.0,0.1361474403040709,9.0,West,Online,0
45,85656.0,-7040.0,0.8099145159053589,0.0,East,Partner,1
6,100332.0,-39385.0,0.41966404514635364,2.0,North,Online,1
29,78284.0,-22740.0,0.05998735259004407,0.0,North,Online,0
47,57240.0,11490.0,0.8373350846909452,1.0,North,Partner,0
27,71319.0,-7739.0,0.33371046656554054,0.0,West,Branch,0
-11,69803.0,25991.0,0.22864263593705544,0.0,North,Online,1
31,84915.0,-172.0,0.06911709428956636,0.0,West,Branch,0
19,123071.0,15760.0,0.0,4.0,East,Online,1
60,128611.0,-3864.0,0.5308647336447279,8.0,South,Online,0
49,53452.0,19320.0,0.2998688645567613,10.0,West,Online,0
24,83580.0,-8265.0,0.3247246888579698,0.0,North,Partner,0
15,46001.0,-16660.0,0.1441247329319979,0.0,South,Partner,0
73,71805.0,22936.0,0.7625374099051359,0.0,South,Branch,1
30,113660.0,-22774.0,0.2471913792652962,3.0,North,Online,0
63,103273.0,19126.0,0.07423322355443207,0.0,West,Branch,0
4,93674.0,25639.0,0.23254398059605635,0.0,East,Partner,0
22,113572.0,9112.0,0.39508383917923,0.0,North,Online,0
19,75388.0,44629.0,0.14014476917145396,5.0,North,Partner,0
38,100392.0,38491.0,0.5435708180571389,2.0,South,Partner,0
26,21088.0,-22744.0,0.013980385260304373,0.0,West,Branch,0
35,101730.0,8329.0,0.20459500926167637,6.0,North,Branch,0
33,137981.0,-48546.0,0.0,0.0,East,Branch,0
36,,46768.0,0.0,4.0,North,Partner,1
55,5520.0,15807.0,0.22619763948447194,7.0,South,Branch,0
61,57443.0,1655.0,0.4040026317859632,7.0,East,Partner,0
-2,111601.0,13566.0,0.12602371116879096,-0.0,North,Branch,0
8,82416.0,42515.0,0.35529131649385126,0.0,South,Branch,0
69,31266.0,27147.0,1.0,0.0,South,Online,1
5,78002.0,15931.0,0.157166600677752,3.0,North,Partner,0
20,83940.0,16168.0,0.29328532500634574,3.0,North,Online,0
6,,19851.0,0.2840220940712292,0.0,North,Online,0
48,126629.0,70064.0,0.8323070232159457,0.0,East,Partner,1
74,95986.0,-14834.0,0.30730312577145635,9.0,North,Branch,0
38,98476.0,57572.0,0.0,10.0,East,Online,1
64,85185.0,-8575.0,0.3137198730027449,11.0,North,Branch,0
35,60714.0,7059.0,0.35057238562641824,0.0,North,Branch,0
44,77627.0,-29890.0,0.0,3.0,North,Branch,0
47,91101.0,9115.0,0.0,7.0,South,Branch,0
33,98626.0,41734.0,0.36422745902524717,10.0,East,Branch,1
46,72089.0,444.0,0.0,3.0,South,Branch,0
35,76721.0,24297.0,0.10415178851159296,2.0,North,Partner,0
41,36586.0,2461.0,0.14183442764381052,0.0,North,Online,0
30,64779.0,43019.0,0.3259545096807943,8.0,South,Online,0
43,113481.0,59947.0,0.4434646197677117,0.0,South,Partner,1
13,92801.0,12170.0,0.18937656683036103,0.0,East,Partner,0
41,99553.0,6539.0,0.0,2.0,South,Branch,0
24,59911.0,1588.0,0.20728118570719758,0.0,East,Online,0
42,131728.0,23234.0,0.20648041359224623,3.0,South,Online,0
12,109175.0,-7235.0,0.29786737910143984,3.0,East,Online,1
8,96754.0,19918.0,0.34804254125826545,0.0,North,Partner,0
53,50821.0,-4540.0,0.07214898702489218,7.0,West,Branch,0
58,128708.0,-3865.0,0.2058685981284829,6.0,West,Branch,0
43,100811.0,31109.0,1.0,0.0,South,Partner,1
57,57648.0,65920.0,0.5752804904109479,-0.0,North,Online,1
26,66335.0,32759.0,0.3175376287184037,0.0,North,Branch,0
47,109487.0,7564.0,0.3535179013779423,6.0,West,Branch,0
20,90006.0,7005.0,0.10010075716336123,0.0,North,Branch,0
45,54101.0,27226.0,0.14205303915068784,2.0,North,Branch,0
2,144769.0,15108.0,0.27169012649781965,0.0,North,Partner,0
26,52706.0,17170.0,0.27671114585167994,0.0,South,Branch,0
41,82596.0,24028.0,0.1736354646937916,7.0,West,Partner,0
50,67978.0,4729.0,0.3383438744650283,7.0,North,Branch,0
16,80372.0,-5790.0,0.17684251850091207,2.0,East,Branch,1
58,122626.0,-15138.0,0.0,9.0,East,Branch,0
29,69998.0,6503.0,0.13206723712288748,2.0,West,Online,0
1,104595.0,110.0,0.11884004894120201,0.0,East,Partner,0
15,127352.0,34528.0,0.2747103202561759,0.0,West,Branch,0
44,138554.0,47529.0,0.27777394939680916,7.0,East,Branch,1
45,71769.0,12827.0,0.4492661850353844,5.0,West,Partner,0
46,80979.0,-24639.0,0.2571748319872761,0.0,South,Partner,0
39,27085.0,-10447.0,0.07261312058114608,2.0,South,Partner,0
37,123764.0,-2896.0,0.33198346592738115,0.0,East,Online,0
1,107417.0,20283.0,0.22402636828005162,5.0,West,Partner,0
19,100231.0,-3354.0,0.19767524925274774,0.0,North,Branch,0
13,95446.0,7968.0,0.4195874259662678,0.0,South,Branch,0
33,65831.0,23031.0,0.22395626315719153,1.0,West,Online,0
12,134077.0,31470.0,0.30978040816440733,0.0,North,Online,0
33,56771.0,34508.0,,0.0,South,Partner,0
-18,83606.0,46273.0,0.27651886091030425,-0.0,East,Branch,0
13,25041.0,-7251.0,0.16414336969191962,4.0,North,Partner,1
60,116627.0,51277.0,0.8083967753824922,0.0,West,Online,1
-1,39934.0,2752.0,0.16733036018684955,4.0,South,Online,0
17,81549.0,-14795.0,0.128248237367462,4.0,West,Partner,1
-4,78001.0,-26514.0,0.18829308820875104,0.0,South,Online,0
32,111023.0,43211.0,0.8814878924861387,0.0,South,Branch,0
42,89384.0,-8535.0,0.2527220406904292,0.0,West,Branch,0
19,84456.0,8987.0,0.2853320137750551,0.0,West,Online,0
49,65808.0,17397.0,0.5990034521488333,6.0,East,Branch,0
22,60494.0,-1389.0,0.21057277655119622,0.0,South,Branch,0
30,53589.0,41895.0,0.15797639678005743,8.0,West,Branch,1
81,46936.0,-48620.0,0.0,15.0,East,Online,0
38,63571.0,13193.0,0.0,6.0,West,Branch,0
-1,132201.0,-28352.0,0.36646012478649914,1.0,South,Online,1
54,71146.0,-1106.0,0.11591495888429221,5.0,North,Partner,0
41,47643.0,6721.0,0.151089488704969,5.0,North,Online,0
45,102112.0,20512.0,0.4161000499602814,4.0,East,Partner,0
32,72962.0,100346.40000000001,0.08610467289117102,8.0,South,Online,1
58,92774.0,67925.0,0.868518098100738,0.0,West,Online,1
56,78459.0,-15840.0,0.4091476073375111,2.0,West,Partner,0
46,89435.0,-28294.0,0.03069168425649353,3.0,North,Online,0
18,73560.0,-16167.0,0.8461081953798804,6.0,West,Partner,1
22,84764.0,15331.0,0.3071073080508662,3.0,East,Online,0
38,103892.0,2694.0,0.13395918016811284,-0.0,South,Partner,0
3,75368.0,14433.0,0.4818031620267813,0.0,North,Online,0
47,93262.0,-6331.0,0.0,9.0,North,Branch,0
-9,72034.0,28601.0,0.37285077756678026,9.0,South,Branch,0
61,84120.0,35350.0,1.0,0.0,North,Partner,1
-7,70161.0,46206.0,0.30127797485595553,0.0,North,Partner,0
14,,44985.0,0.4716187554697552,0.0,West,Branch,0
13,57491.0,20196.0,0.32805416712065555,0.0,South,Online,0
50,57848.0,7182.0,0.013412524072008047,4.0,East,Branch,0
40,118599.0,1380.0,0.13224775375988718,0.0,South,Partner,0
13,98106.0,-20823.0,0.46191371700543044,0.0,East,Online,0
30,153701.0,39429.0,0.34311513060202997,0.0,South,Online,0
38,92276.0,36256.0,0.22955737214594574,3.0,North,Branch,0
33,66248.0,-25262.0,0.05775293382140802,0.0,East,Branch,0
47,59250.0,20724.0,0.31754883082993735,0.0,North,Partner,0
36,12339.0,40183.0,0.40144956023925876,3.0,East,Branch,0
10,127132.0,23225.0,0.4989733990181461,2.0,West,Branch,0
57,79853.0,19042.0,0.5408733119174385,-0.0,East,Partner,1
9,87251.0,-35031.0,0.64225863176865,4.0,East,Online,1
23,107560.0,-16.0,0.2552269108966019,0.0,West,Branch,0
49,46255.0,-11742.0,0.0,6.0,North,Branch,0
42,106337.0,-24365.0,0.095161179256397,0.0,West,Online,0
17,78916.0,14478.0,0.0,3.0,North,Branch,1
78,105106.0,-43918.0,0.15932978965111125,0.0,North,Partner,1
11,65748.0,-14263.0,0.29163554183110185,0.0,North,Partner,0
-1,52976.0,63017.0,0.27991982451455544,7.0,East,Partner,0
33,93707.0,55835.0,0.9475800161640021,0.0,North,Online,1
38,72882.0,37657.0,0.7083014951715082,1.0,South,Partner,1
66,120259.0,-22598.0,0.30479713261030206,8.0,North,Branch,0
36,79928.0,38964.0,0.6895568308093394,2.0,North,Online,0
28,91533.0,52615.0,0.46031318379943703,1.0,East,Partner,0
67,31085.0,-25320.0,0.0,12.0,North,Online,0
6,102792.0,-11493.0,0.23041819632194468,7.0,South,Partner,1
51,95709.0,39399.0,1.0,0.0,North,Branch,1
30,77614.0,30229.0,0.20617462284891203,7.0,South,Online,1
15,100448.0,38710.0,0.052215748039122614,0.0,West,Partner,0
32,6676.0,41851.0,0.2693678967820282,1.0,East,Branch,0
15,69363.0,44331.0,0.16259853338905167,0.0,North,Online,0
13,89718.0,15664.0,0.30391413646596965,0.0,South,Partner,0
63,60832.0,-8476.0,0.025642341481474082,8.0,East,Online,0
31,21544.0,-13505.0,0.011733972140354001,2.0,South,Online,0
61,119943.0,-6516.0,0.02893090856276627,10.0,South,Online,0
30,70494.0,41227.0,0.047390630589837446,7.0,West,Branch,1
39,46321.0,-1971.0,0.315788063362951,6.0,West,Partner,0
72,131368.0,-21971.0,0.12552549614089623,10.0,North,Branch,0
42,58158.0,55843.0,0.9264316561329228,-0.0,East,Branch,1
33,70309.0,24312.0,0.12972221827430175,0.0,West,Branch,0
-1,96638.0,9627.0,0.2632836600178873,2.0,West,Partner,0
49,88805.0,-596.0,0.12390202141727576,7.0,South,Partner,0
45,58911.0,15590.0,0.2775671169988293,4.0,East,Branch,0
44,100118.0,5188.0,0.0,5.0,North,Partner,0
34,69201.0,49352.0,0.564726335464584,0.0,South,Partner,0
40,83867.0,12677.0,0.18070118542404942,0.0,North,Online,0
35,72538.0,-13848.0,0.2082383491556577,1.0,East,Branch,0
16,41883.0,7623.0,0.0,6.0,East,Partner,1
10,68881.0,82801.0,0.4077354204746983,4.0,South,Online,0
11,83682.0,-24290.0,0.5785416896804538,4.0,South,Partner,1
16,128037.0,67352.0,0.2672769069974897,0.0,North,Branch,0
42,58130.0,6933.0,0.09488842554346671,5.0,West,Online,0
60,61261.0,-2461.0,0.0,11.0,West,Partner,0
21,68957.0,21167.0,0.1714755992184476,7.0,North,Partner,0
0,85450.0,-411.0,0.17213812448039106,2.0,South,Online,0
59,117654.0,60885.0,0.6459821368018673,0.0,East,Partner,1
28,69363.0,3421.0,0.16374386980840472,0.0,South,Online,0
35,65190.0,4624.0,0.29952525133241303,0.0,North,Branch,0
33,126788.0,-26126.0,0.15939336699980874,3.0,North,Partner,0
60,90438.0,-7264.0,0.0,11.0,North,Branch,0
29,96818.0,14330.800000000001,0.29960522058101136,0.0,West,Online,0
56,78753.0,-6905.0,0.03449108763050454,10.0,East,Partner,0
4,115333.0,-14230.0,0.3090051624328755,1.0,South,Partner,1
15,95645.0,-15202.0,0.7554387375886233,6.0,North,Partner,1
37,132191.0,43627.0,0.6055217258681412,2.0,West,Online,0
58,38376.0,8440.0,0.5655082407604232,8.0,South,Branch,0
42,81717.0,-5841.0,0.0396843875215603,0.0,South,Branch,0
46,85128.0,21396.0,0.6332223606567848,3.0,East,Branch,0
26,38965.0,44624.0,0.257874132887379,0.0,North,Partner,0
25,62572.0,2728.0,0.19584529825073044,0.0,East,Partner,0
64,84238.0,-14640.0,0.3775942190946106,9.0,South,Online,0
43,56967.0,26603.0,0.687780071593401,0.0,East,Online,1
21,58146.0,4106.0,0.36481232855991597,8.0,East,Online,1
51,79524.0,7144.0,0.39486382669722575,0.0,North,Partner,1
46,98055.0,-3194.0,,6.0,East,Online,0
51,96336.0,58102.0,0.6943471585517659,1.0,North,Partner,1
60,90042.0,-31465.0,0.22175704825399142,2.0,East,Branch,0
25,,19531.0,0.2688729387768262,0.0,South,Online,0
29,90700.0,24713.0,0.19035187962479055,0.0,East,Online,0
47,122723.0,33276.0,0.11671853923518727,6.0,North,Partner,0
19,,10527.0,0.33642963899099304,0.0,South,Branch,0
35,83438.0,33852.0,0.5749364297529045,2.0,South,Online,0
52,114889.0,93850.0,0.14150707441747287,-0.0,South,Partner,1
3,18146.0,-30011.0,0.30171963363366355,0.0,South,Branch,0
15,98101.0,959.0,0.2648542545663042,5.0,North,Branch,1
40,111725.0,15357.0,0.3727557293939547,1.0,South,Online,0
26,131887.0,16275.0,0.25186268961817143,0.0,North,Branch,0
8,59467.0,11794.0,0.2890032120288121,0.0,East,Online,0
42,84842.0,19515.0,0.12482666978851956,4.0,North,Partner,0
14,100430.0,26802.0,0.28728040119812104,0.0,North,Partner,0
53,73929.0,11108.0,0.4749098674625934,5.0,South,Online,0
43,88727.0,8759.0,0.6252895522144395,3.0,South,Partner,0
44,,38621.0,0.33822917128768876,2.0,West,Partner,0
25,,2561.0,0.6157522217684424,7.0,South,Branch,1
56,76171.0,-7315.0,0.09898559839124371,5.0,South,Online,0
26,98588.0,40490.0,0.07806103710987394,1.0,North,Partner,0
13,24038.0,20808.0,0.24628919498091945,4.0,West,Online,0
21,120946.0,40607.0,0.30908372895910285,0.0,West,Online,0
41,61368.0,58573.0,0.8610678484956443,0.0,North,Online,1
2,40808.0,-9998.0,0.22879611742661632,0.0,South,Branch,0
35,68565.0,35662.0,0.04424047568287888,6.0,North,Online,1
45,112289.0,30717.0,0.217255769726921,6.0,North,Online,0
30,76886.0,41142.0,0.3257543963131185,0.0,North,Partner,0
46,99736.0,70210.0,0.6854238169173321,0.0,West,Partner,1
54,129920.0,110933.0,0.3601069435228936,0.0,South,Branch,1
56,78469.0,-17555.0,0.0,10.0,South,Online,0
8,94795.0,23175.0,0.10362615593822876,3.0,North,Online,0
48,85090.0,189.0,0.4193259733242824,4.0,North,Partner,0
44,83004.0,60002.0,0.917930289313626,3.0,East,Online,1
53,81070.0,21398.0,0.3707703258026965,9.0,West,Online,0
-1,88905.0,31883.0,0.4057219748489655,1.0,East,Partner,0
63,107775.0,-7822.0,0.0,10.0,East,Online,0
10,115935.0,68417.0,0.4991511707653168,0.0,South,Branch,0
48,106485.0,25010.0,0.6201714217115715,5.0,West,Online,0
67,113454.0,64186.0,0.9265908416643686,0.0,West,Partner,1
47,72481.0,37367.0,0.5022741045307613,0.0,West,Online,1
20,105865.0,7378.0,0.3788876242865648,-0.0,East,Partner,0
23,,16415.0,0.054052509777611654,8.0,East,Partner,1
22,46647.0,10481.0,0.33641717524022885,4.0,North,Branch,1
69,61985.0,-17880.0,0.0,12.0,North,Online,0
36,75116.0,85569.0,0.7433859468957841,3.0,North,Branch,1
38,73607.0,37399.0,0.38450473305906363,-0.0,South,Branch,1
5,59257.0,31171.0,0.2102498668013053,-0.0,East,Online,0
41,95816.0,3734.0,0.13999496052760704,2.0,North,Online,0
4,52238.0,49950.0,0.2642079062648772,0.0,West,Online,0
33,111616.0,43636.0,0.17277611012899877,8.0,East,Partner,1
43,,29685.0,0.39685735295746205,4.0,East,Branch,0
20,110453.0,38336.0,0.19682268483678034,2.0,West,Online,0
17,68913.0,-14716.0,0.8527449051314615,8.0,East,Partner,1
10,82554.0,11424.0,0.3037642885330081,0.0,North,Partner,0
50,71891.0,-12124.0,0.0,4.0,West,Branch,0
49,63531.0,4564.0,0.6792837314886854,3.0,West,Branch,0
51,147103.0,485.0,0.30672676243019426,7.0,North,Partner,0
37,68779.0,25298.0,0.3449804084923573,3.0,East,Online,0
30,133787.0,45455.0,0.19548951984354998,0.0,South,Partner,0
9,105980.0,43209.0,0.37299852630124,0.0,North,Partner,0
46,90949.0,26768.0,0.2675764551131074,5.0,South,Online,0
31,107715.0,50165.0,0.2857629464133591,0.0,West,Online,0
68,96907.0,-27323.0,0.0,12.0,South,Online,0
30,118358.0,12113.0,0.13027433237788394,5.0,East,Online,0
36,139532.0,7023.0,0.28508420367222087,0.0,West,Online,0
32,96308.0,36559.0,0.07923551954266941,7.0,South,Partner,1
59,78598.0,9435.0,0.5417384783445843,10.0,West,Partner,0
15,,6114.0,0.40006254160595206,0.0,South,Partner,0
39,41408.0,57848.0,0.6437507999731965,0.0,West,Branch,1
36,108111.0,55748.0,0.6258637931046347,4.0,North,Online,0
32,112472.0,37263.0,0.43994017904420246,0.0,West,Online,0
33,74501.0,49380.0,0.8700591352760488,0.0,North,Online,1
26,88605.0,17287.0,0.41398324985228735,0.0,West,Partner,0
51,67450.0,298.0,0.36861194145395293,3.0,East,Online,0
67,111029.0,-16620.0,0.251186446636444,8.0,East,Partner,0
28,56266.0,11079.0,0.5178231899190028,10.0,West,Online,1
58,119710.0,61918.0,0.7009851941426701,0.0,East,Branch,1
36,100757.0,49825.0,0.985309754041596,0.0,East,Online,1
2,36739.0,33816.0,0.18725160460276546,0.0,West,Branch,0
14,99168.0,-10408.0,0.37433426836471423,2.0,West,Online,1
0,,18005.0,0.37050244546855426,1.0,North,Branch,0
27,116992.0,34450.0,0.0,2.0,West,Branch,0
65,82593.0,-30704.0,0.08970960383086996,8.0,East,Online,0
15,101818.0,-10069.0,0.569147631055313,5.0,North,Partner,1
40,65867.0,55538.0,0.12641628254775591,6.0,West,Branch,0
59,85524.0,14677.0,1.0,0.0,West,Online,1
50,56070.0,78082.0,0.0,12.0,West,Online,1
54,98278.0,57343.0,,0.0,West,Branch,1
66,58797.0,-11661.0,0.09346004242767134,9.0,South,Online,0
42,97734.0,29746.0,0.0,2.0,South,Branch,0
47,95656.0,6259.0,0.40918935659416866,2.0,South,Partner,0
42,86263.0,9759.0,0.09680462631968517,5.0,South,Online,0
12,89828.0,38727.0,0.3039109440019753,0.0,North,Branch,0
33,35386.0,28865.0,0.9525128388617483,1.0,East,Online,1
54,68156.0,-2605.0,0.026092698653945343,5.0,West,Branch,0
16,90296.0,-9470.0,0.1775026572888018,0.0,West,Partner,0
21,72529.0,19619.0,0.20189396938914062,2.0,East,Branch,0
23,50764.0,3588.0,0.19939303549623177,0.0,West,Online,0
62,89157.0,-13415.0,0.0,11.0,North,Partner,0
56,137976.0,67934.0,0.5847299251599755,0.0,South,Partner,1
27,78415.0,44682.0,0.0,6.0,West,Online,1
26,97384.0,26131.0,0.13128756660359123,0.0,West,Branch,0
15,86682.0,-34992.0,0.010878138624605224,0.0,West,Branch,0
-8,78135.0,38325.0,0.39937519310624997,0.0,South,Online,0
48,111031.0,4756.0,0.10433402151764962,7.0,North,Branch,0
6,110069.0,23440.0,0.24919077417252272,0.0,West,Online,0
34,77743.0,32640.0,0.28000126674236103,2.0,South,Branch,0
5,98006.0,5516.0,0.2744597616282425,3.0,East,Branch,0
43,75606.0,11580.0,0.4247876051853721,1.0,North,Partner,0
27,72383.0,42173.0,0.08807048025461243,2.0,West,Partner,0
33,97733.0,-16763.0,0.05838139420258999,0.0,South,Partner,0
26,72091.0,21211.0,0.01922567048359796,1.0,West,Partner,0
59,71186.0,-30579.0,0.0,7.0,East,Partner,0
26,114549.0,60633.0,0.43815726134571603,0.0,South,Branch,0
33,19729.0,31108.0,0.2575530989531684,0.0,South,Online,0
45,44629.0,5432.0,0.06329197730047356,6.0,West,Branch,0
12,93339.0,-11288.0,0.4858404402267869,2.0,East,Partner,1
54,72599.0,592.0,0.0,6.0,East,Partner,0
46,84898.0,24595.0,1.0,0.0,East,Branch,1
44,114923.0,31318.0,0.22645465255327363,1.0,North,Branch,1
3,98314.0,-26208.0,0.29282753699037584,1.0,North,Branch,1
19,94386.0,9831.0,0.2076134544398422,5.0,North,Partner,0
69,79617.0,47327.0,1.0,0.0,South,Partner,1
15,64582.0,993.0,0.048360845231785105,2.0,East,Branch,1
41,88958.0,21525.0,0.0,5.0,South,Branch,0
34,65224.0,40904.0,0.07849631764097195,9.0,North,Online,1
57,80402.0,-6284.0,0.0,8.0,South,Online,0
55,79708.0,-6327.0,0.18561711453619958,8.0,North,Branch,0
28,98797.0,-11691.0,0.07156432039573621,3.0,South,Online,0
48,102021.0,648.0,0.03677078352042276,2.0,East,Online,0
51,131566.0,13727.0,0.24789932264003936,8.0,South,Partner,0
12,110962.0,-5946.0,0.35641530565083285,0.0,North,Branch,0
25,68187.0,14069.0,0.27110664154808983,5.0,North,Branch,1
45,116933.0,14019.0,0.27670108224718293,0.0,South,Online,0
-8,63999.0,45814.0,0.32483478832516194,0.0,North,Branch,0
38,102983.0,-49502.0,0.09634230414204212,0.0,West,Partner,0
41,86635.0,33087.0,0.8129182819617574,1.0,North,Partner,0
-1,91380.0,33162.0,0.3327718102087665,0.0,North,Branch,0
32,56973.0,31298.0,0.43668049989820984,10.0,East,Online,1
45,97680.0,71749.0,0.0,12.0,East,Online,1
