age,income,loan_amount,credit_utilization,late_payments_12m,region,channel,default,debt_to_income,payment_stress,is_online
58,94221.0,1000.0,0.36109458899364544,9.0,West,Online,0,0.010613345220167337,1.0110648491822072,1
18,48364.0,17589.0,0.2566175573600038,0.0,East,Partner,0,0.36367959638649244,0.2566175573600038,0
18,37517.0,24543.0,0.8671316394477147,4.0,North,Branch,1,0.654183436824528,1.5608369510058864,0
52,83661.0,12580.0,0.4530189144832808,5.0,South,Online,0,0.1503687500729089,0.9060378289665616,1
25,60172.0,1000.0,0.27194575907370144,0.0,South,Partner,0,0.016619025460070814,0.27194575907370144,0
18,51625.0,67722.0,0.2969388397293352,4.0,South,Branch,0,1.3118062953741054,0.5344899115128035,0
18,76143.0,19476.0,0.3540394523084713,4.0,West,Online,0,0.2557818840831622,0.6372710141552483,1
52,24067.0,1000.0,0.20942850026146567,6.0,South,Branch,0,0.04155067104161089,0.46074270057522454,0
75,60114.0,1000.0,0.0,11.0,North,Online,0,0.016635060052290065,0.0,1
50,143058.0,14365.0,0.4846850873045165,4.0,East,Online,0,0.10041381817094874,0.8724331571481296,1
49,95466.0,1000.0,0.4674242878577996,2.0,South,Partner,0,0.010474933484062652,0.6543940030009194,0
18,61682.0,18215.0,0.17431214199756792,0.0,North,Branch,0,0.2953049511965354,0.17431214199756792,0
50,96723.0,1000.0,0.40724824068160226,0.0,West,Online,0,0.010338802559780624,0.40724824068160226,1
39,82968.0,1000.0,0.21658932213756973,0.0,West,Partner,0,0.012052839648876039,0.21658932213756973,0
18,64543.0,1000.0,0.08659888475812512,0.0,West,Branch,0,0.015493546937460398,0.08659888475812512,0
72,67766.0,1000.0,0.0,12.0,South,Online,0,0.014756662632961123,0.0,1
44,130798.0,14158.0,0.46014088281932214,3.0,West,Branch,0,0.10824324530873375,0.7362254125109154,0
18,82134.0,22246.0,0.11343305995836339,3.0,South,Online,1,0.27085007426558005,0.18149289593338144,1
46,95591.0,17942.0,0.5688523281225212,1.0,West,Partner,0,0.1876954943437385,0.6826227937470254,0
66,131584.0,1000.0,0.20009148018164905,8.0,West,Online,0,0.00759970817114847,0.5202378484722875,1
43,59921.0,2178.0,0.0,3.0,North,Online,0,0.03634785801244392,0.0,1
44,123681.0,52012.0,0.3522068764769812,10.0,South,Partner,1,0.42053346916324635,1.0566206294309435,0
40,67089.0,2274.0,0.1533328107798035,0.0,East,Online,0,0.033895273442235016,0.1533328107798035,1
18,68560.0,1000.0,0.48646905191812007,4.0,North,Online,1,0.014585764293836265,0.8756442934526162,1
54,54821.0,1000.0,0.08380571607949232,0.0,West,Branch,0,0.01824118494704144,0.08380571607949232,0
40,99489.0,36435.0,0.219151171872107,1.0,East,Branch,1,0.366221391305911,0.2629814062465284,0
44,118753.0,14631.0,0.04333298115253226,5.0,North,Branch,0,0.12320530849643205,0.08666596230506451,0
42,64559.0,1000.0,0.0,2.0,West,Online,0,0.015489707089399004,0.0,1
19,55894.0,34843.0,0.0,1.0,North,Online,0,0.6233763910147175,0.0,1
71,92220.0,1000.0,0.0031460083182570228,9.0,South,Online,0,0.010843634786262811,0.008808823291119663,1
53,112620.0,35007.0,0.42134131855544593,0.0,North,Online,1,0.310841768777208,0.42134131855544593,1
49,166725.0,2336.0,0.15447735783476912,3.0,North,Partner,0,0.014011096116275237,0.2471637725356306,0
26,86379.0,59653.0,0.6035572171220723,0.0,East,Online,0,0.6905960939500273,0.6035572171220723,1
37,102950.0,1000.0,0.24035194553157446,0.0,North,Online,0,0.009713453132494285,0.24035194553157446,1
68,78489.0,109921.0,0.3289797723974757,0.0,East,Online,1,1.4004637592350462,0.3289797723974757,1
18,74388.0,1000.0,0.5169192187116629,1.0,North,Partner,1,0.013443028445267477,0.6203030624539955,0
31,93743.0,40896.0,0.0,6.0,West,Partner,1,0.43625657381952515,0.0,0
20,53308.0,9765.0,0.34457326249256215,5.0,West,Partner,1,0.18318076085797289,0.6891465249851243,0
38,48313.0,14907.0,0.0,7.0,South,Online,0,0.3085504936495653,0.0,1
30,87428.0,57664.0,0.37746464648240274,0.0,South,Partner,0,0.6595598663968116,0.37746464648240274,0
18,105211.0,22043.0,0.0,1.0,East,Online,1,0.2095123133492742,0.0,1
55,88829.0,14186.0,0.9018806959680027,0.0,East,Online,1,0.1597000979391899,0.9018806959680027,1
31,93790.0,1000.0,0.3031377361967983,0.0,North,Online,0,0.010662117496421132,0.3031377361967983,1
56,60966.0,1000.0,0.08682229144560986,4.0,West,Online,0,0.016402585047134426,0.15628012460209775,1
27,42017.0,15982.0,0.5535429477115525,6.0,West,Branch,1,0.3803698502896359,1.2177944849654156,0
30,82564.0,32309.0,0.1659807234004462,1.0,South,Online,0,0.3913206724433007,0.19917686808053545,1
59,56406.0,36741.0,0.30891547368868916,0.0,East,Online,1,0.6513668758527219,0.30891547368868916,1
18,98308.0,1000.0,0.2566175573600038,0.0,North,Online,0,0.010172112137260731,0.2566175573600038,1
47,19474.0,1000.0,0.3223422524294617,1.0,East,Branch,0,0.05135051863760139,0.386810702915354,0
18,85955.0,12500.0,0.1656912112811264,7.0,East,Partner,0,0.14542493164859027,0.39765890707470336,0
38,74504.0,22177.0,0.4546872173740356,3.0,South,Partner,0,0.2976618704996019,0.727499547798457,0
44,76441.0,4488.0,0.3729910302169537,5.0,South,Online,0,0.05871194777594862,0.7459820604339074,1
18,85033.0,1000.0,0.18728463325487604,3.0,North,Online,0,0.011760140180732657,0.2996554132078017,1
62,115844.0,1000.0,0.08636402182979558,11.0,West,Online,0,0.008632298608398948,0.27636486985534586,1
22,81056.0,1000.0,0.16155432919840929,0.0,North,Online,0,0.012337149624798448,0.16155432919840929,1
66,115502.0,1000.0,0.30197827259516585,13.0,East,Online,0,0.008657858738301867,1.087121781342597,1
60,112341.0,1000.0,0.0,9.0,West,Partner,0,0.008901469632557113,0.0,0
39,87128.0,16995.0,0.006327491270629468,5.0,North,Branch,0,0.19505784592559158,0.012654982541258936,0
31,65103.0,54727.0,0.0,8.0,North,Online,1,0.8406217839294561,0.0,1
27,79553.0,21118.0,0.39098215685153853,7.0,West,Online,1,0.26545824795714235,0.9383571764436924,1
47,105557.0,4217.0,0.031258075563441984,5.0,West,Branch,0,0.039949979631479206,0.06251615112688397,0
54,77518.0,70053.0,0.12581474157155537,0.0,North,Branch,1,0.9036997858445304,0.12581474157155537,0
20,105068.0,33765.0,0.16005556955543424,1.0,South,Partner,0,0.32136330756918036,0.1920666834665211,0
18,102113.0,50089.0,0.45667304996598956,10.0,East,Partner,0,0.49052520246696774,1.3700191498979688,0
24,92752.0,33684.0,0.24378856809901822,0.0,East,Online,0,0.3631619803307405,0.24378856809901822,1
18,105692.0,1000.0,0.2711400023338898,5.0,East,Branch,0,0.009461454036166774,0.5422800046677796,0
18,99998.0,27206.0,0.5111028478726056,0.0,South,Online,0,0.2720654413061055,0.5111028478726056,1
18,124403.0,58750.0,0.07734323256693677,0.0,East,Partner,0,0.4722554922270986,0.07734323256693677,0
18,93129.0,1000.0,0.31567871183458285,4.0,North,Branch,1,0.010737793812767906,0.5682216813022491,0
42,92887.0,4375.0,0.16634017179152452,0.0,West,Branch,0,0.04710024007614521,0.16634017179152452,0
18,78549.0,50718.0,0.22785799450014352,0.0,East,Online,0,0.6456861322149782,0.22785799450014352,1
42,100896.0,61217.0,0.8208974420219919,-0.0,South,Online,1,0.606733666343495,0.8208974420219919,1
22,86896.0,49653.0,0.2729631744064051,0.0,South,Online,0,0.5714071994042142,0.2729631744064051,1
48,42204.0,19310.0,0.3449994924475861,8.0,South,Branch,0,0.45753956969819115,0.8969986803637239,0
49,34290.0,6406.0,1.0,0.0,South,Partner,1,0.1868183143719213,1.0,0
65,70607.0,1000.0,0.0,7.0,North,Online,0,0.014162901695098746,0.0,1
21,46258.0,18567.0,0.3356623420580931,0.0,East,Partner,0,0.4013792208828445,0.3356623420580931,0
18,34633.0,11150.0,0.0,4.0,North,Partner,0,0.32194727571039333,0.0,0
31,119611.0,13243.0,0.0,0.0,South,Online,0,0.11071724172433374,0.0,1
74,85033.0,1000.0,0.265545966548093,13.0,West,Online,0,0.011760140180732657,0.9559654795731347,1
23,98823.0,11458.0,0.31771105934423716,7.0,East,Partner,0,0.1159446687500284,0.7625065424261691,0
52,68282.0,1000.0,0.06515285305741947,4.0,West,Partner,0,0.014645148062232433,0.11727513550335504,0
75,98897.0,1000.0,0.4122578665151802,12.0,East,Partner,0,0.010111530177759573,1.4016767461516126,0
51,98095.0,36673.0,0.4054019108020834,0.0,West,Partner,1,0.37385187827744687,0.4054019108020834,0
52,54615.0,1000.0,0.09423205788517738,6.0,North,Branch,0,0.01830998809817248,0.20731052734739025,0
18,92613.0,54339.0,0.07834522637619051,0.0,East,Online,0,0.5867318842863666,0.07834522637619051,1
47,67442.0,23929.0,0.4339543956444165,7.0,South,Online,0,0.35480857625285717,1.0414905495465996,1
58,99971.0,1556.0,0.7768752373845239,6.0,North,Online,0,0.015564513708819915,1.7091255222459527,1
18,133513.0,1000.0,0.1316008902820544,0.0,North,Branch,0,0.007489907349789983,0.1316008902820544,0
50,119373.0,10923.0,0.0,7.0,North,Branch,0,0.09150310371615439,0.0,0
60,65824.0,1000.0,0.0,9.0,North,Branch,0,0.01519202722388199,0.0,0
48,99820.0,25384.0,0.2830282267612706,9.0,South,Branch,0,0.25429773592211685,0.7924790349315576,0
41,92819.0,11454.0,0.3931023061345995,4.0,North,Partner,0,0.12340145875172755,0.7075841510422791,0
38,37722.0,31292.0,0.8799633356303419,3.0,West,Online,1,0.829542442054251,1.4079413370085472,1
37,81375.0,15271.0,0.40637902044852914,0.0,East,Partner,0,0.18766205836942967,0.40637902044852914,0
41,15000.0,8071.0,0.11457932319115478,5.0,West,Partner,0,0.5380666666307955,0.22915864638230957,0
51,116542.0,70138.0,0.829500048319253,0.0,North,Partner,1,0.6018259511540748,0.829500048319253,0
18,104293.0,27940.0,0.2566175573600038,0.0,North,Partner,0,0.26789909197867645,0.2566175573600038,0
57,48830.0,1000.0,0.22109350538813508,4.0,West,Online,0,0.02047921359777843,0.39796830969864316,1
67,65571.0,1000.0,0.0,12.0,South,Branch,0,0.015250644339490773,0.0,0
57,74643.0,12859.0,0.8517724586844433,5.0,West,Branch,0,0.172273354498449,1.7035449173688866,0
44,15000.0,11050.0,0.5269037858414318,3.0,North,Online,0,0.7366666666175555,0.843046057346291,1
34,85033.0,62194.00000000001,0.2737681481263896,3.0,North,Branch,0,0.7314101584004868,0.4380290370022234,0
54,88986.0,48278.0,0.14687713135635166,-0.0,South,Branch,1,0.5425347807459316,0.14687713135635166,0
19,90781.0,1000.0,0.3737796675938998,0.0,East,Branch,0,0.011015520868782946,0.3737796675938998,0
74,72280.0,1000.0,0.3685340419442339,10.0,North,Branch,0,0.013835085777340413,1.1056021258327018,0
45,89730.0,17851.0,0.356348163650465,5.0,North,Online,0,0.19894126824697492,0.71269632730093,1
50,15000.0,8029.0,0.1913160667022211,-0.0,North,Branch,0,0.5352666666309822,0.1913160667022211,0
27,22677.0,34031.0,0.3452608283820664,2.0,North,Online,0,1.500683511862209,0.4833651597348929,1
18,102646.0,1000.0,0.2194009726151619,0.0,West,Partner,0,0.009742220836567015,0.2194009726151619,0
23,92049.0,1000.0,0.11205194637313037,0.0,West,Online,0,0.010863779074070726,0.11205194637313037,1
60,65962.0,1000.0,0.0,8.0,North,Partner,0,0.015160243776490098,0.0,0
33,103053.0,1000.0,0.19650101773654063,0.0,South,Branch,0,0.009703744674975947,0.19650101773654063,0
34,122409.0,42889.0,0.20792629639686194,5.0,South,Branch,1,0.3503745639589379,0.4158525927937239,0
37,118521.0,1000.0,0.13789765622994227,3.0,North,Branch,0,0.008437323343471307,0.22063624996790765,0
49,70584.0,70733.0,0.336473598646,15.0,East,Partner,1,1.0021109599767355,1.345894394584,0
68,92310.0,1000.0,0.503183942113154,6.0,West,Branch,0,0.010833062506653309,1.1070046726489389,0
27,57574.0,32898.0,0.24865907111311192,-0.0,East,Partner,0,0.5714037586311286,0.24865907111311192,0
44,78640.0,25657.0,0.6007598401579165,-0.0,West,Partner,1,0.32625890131833346,0.6007598401579165,0
45,85033.0,1000.0,0.04675897637703233,2.0,East,Partner,0,0.011760140180732657,0.06546256692784526,0
18,76557.0,27080.0,0.2713749938775371,0.0,East,Branch,1,0.353723369510904,0.2713749938775371,0
29,112622.0,20129.0,0.17315071697791146,0.0,West,Branch,0,0.17873062101384518,0.17315071697791146,0
21,83658.0,17058.0,0.1457953555839092,0.0,East,Branch,0,0.20390159936642163,0.1457953555839092,0
31,89467.0,23236.0,0.19470451714011816,4.0,West,Partner,0,0.25971587288877784,0.3504681308522127,0
37,119181.0,13380.0,0.20106317523230166,1.0,West,Online,0,0.11226621692960903,0.241275810278762,1
67,62861.0,1000.0,0.9148851393018956,8.0,North,Online,0,0.01590811472907036,2.3787013621849287,1
60,62667.0,1000.0,0.0,6.0,East,Branch,0,0.01595736192867127,0.0,0
18,89458.0,2728.0,0.13004841569105863,1.0,East,Online,0,0.03049475731594162,0.15605809882927035,1
26,67050.0,61691.0,0.5195135714781867,0.0,South,Online,0,0.9200745712017887,0.5195135714781867,1
70,58986.0,1000.0,0.08375762650233226,6.0,East,Partner,0,0.01695317532945185,0.184266778305131,0
42,78025.0,67893.0,0.8689001118457416,0.0,West,Partner,1,0.8701441845450799,0.8689001118457416,0
42,108415.0,2947.0,0.0,6.0,North,Online,0,0.027182585435343982,0.0,1
41,56607.0,65585.0,0.23345822924842913,-0.0,East,Online,1,1.1586022929821647,0.23345822924842913,1
18,126810.0,26412.0,0.2596798078152393,2.0,West,Online,0,0.2082801040910947,0.363551730941335,1
34,95624.0,33855.0,0.08179555196244509,1.0,South,Branch,0,0.3540429180921731,0.0981546623549341,0
18,92187.0,1000.0,0.2131104542152396,3.0,South,Branch,0,0.010847516460988561,0.3409767267443834,0
43,56268.0,13851.0,0.2566175573600038,4.0,North,Branch,0,0.246161228402535,0.46191160324800684,0
27,56543.0,19409.0,0.06759650800953643,2.0,South,Branch,0,0.3432608810932695,0.094635111213351,0
43,115208.0,19811.0,0.25446211984620287,3.0,South,Branch,0,0.1719585445440251,0.4071393917539246,0
22,85033.0,23355.0,0.0,4.0,West,Branch,1,0.27465807392101116,0.0,0
18,106930.0,1000.0,0.08003012759418854,2.0,North,Partner,0,0.00935191246601186,0.11204217863186394,0
18,89592.0,32838.0,0.2261030863071608,0.0,East,Branch,0,0.3665282614478243,0.2261030863071608,0
45,126170.0,5166.0,0.0,2.0,North,Partner,0,0.040944757073464816,0.0,0
49,82023.0,61447.0,0.7582937052311256,0.0,West,Branch,1,0.7491435329023671,0.7582937052311256,0
32,54250.0,16989.0,0.2817988842273326,0.0,South,Online,0,0.31316129031680806,0.2817988842273326,1
18,104486.0,13032.0,0.22070386124253846,0.0,South,Online,0,0.1247248435185123,0.22070386124253846,1
18,83591.0,6823.0,0.36379622541401163,0.0,West,Online,0,0.08162361976670188,0.36379622541401163,1
18,89292.0,7495.0,0.3092698638011775,0.0,East,Partner,0,0.08393809075747058,0.3092698638011775,0
19,115366.0,1000.0,0.08938280585267605,0.0,North,Branch,0,0.008668065114430005,0.08938280585267605,0
27,124431.0,10767.0,0.2875436095352578,0.0,South,Partner,0,0.08652988403141879,0.2875436095352578,0
33,76782.0,46361.0,0.4557350487136215,0.0,South,Online,0,0.6038003698704931,0.4557350487136215,1
64,103862.0,1000.0,0.45588720505696767,8.0,East,Online,0,0.009628160443572932,1.185306733148116,1
18,85030.0,1000.0,0.4025700538779123,0.0,West,Branch,0,0.011760555098062325,0.4025700538779123,0
20,103709.0,42007.0,0.23791551141854553,0.0,East,Partner,0,0.40504681367668144,0.23791551141854553,0
32,79926.0,31085.0,0.023960998068372028,5.0,South,Partner,0,0.3889222530792368,0.047921996136744055,0
18,50760.0,1291.0,0.043529857139241734,1.0,East,Online,1,0.025433412135038743,0.05223582856709008,1
30,85033.0,36438.0,0.2566175573600038,3.0,West,Partner,1,0.4285159879055365,0.4105880917760061,0
72,90552.0,1000.0,0.0,14.0,North,Partner,0,0.01104337839019521,0.0,0
34,48846.0,9171.0,0.3358128918693445,0.0,East,Branch,0,0.18775334725079323,0.3358128918693445,0
28,44789.0,28264.0,0.3685744957821656,0.0,East,Branch,0,0.6310478019015596,0.3685744957821656,0
39,116261.0,29519.0,0.22134740136975864,5.0,East,Partner,0,0.25390285650171684,0.4426948027395173,0
37,101353.0,18988.0,1.0,0.0,North,Branch,1,0.18734521918258618,1.0,0
47,70508.0,106539.40000000001,0.5373002902277829,0.0,North,Branch,1,1.5110256991900066,0.5373002902277829,0
61,130370.0,1000.0,0.0,8.0,South,Online,0,0.007670476336521665,0.0,1
50,121136.0,2373.0,0.24015270635812647,4.0,South,Branch,0,0.019589552238644257,0.4322748714446277,0
57,111129.0,1000.0,0.5795263911146309,6.0,West,Online,0,0.008998551233170473,1.274958060452188,1
18,77079.0,37446.0,0.28650872819224066,0.0,East,Branch,0,0.48581325652271296,0.28650872819224066,0
26,45850.0,15269.0,0.3460479272754689,8.0,West,Online,1,0.3330207197310137,0.8997246109162191,1
18,78392.0,1000.0,0.2752708330670447,5.0,North,Branch,1,0.012756403714502037,0.5505416661340894,0
55,101030.0,1000.0,0.0,6.0,West,Online,0,0.009898050084035454,0.0,1
59,84692.0,1000.0,0.0,8.0,North,Branch,0,0.011807490671942953,0.0,0
70,124025.0,92713.0,0.5605816612387752,0.0,East,Branch,1,0.7475347712094536,0.5605816612387752,0
44,86294.0,6546.0,0.09415333229256351,-0.0,South,Partner,0,0.07585695413266443,0.09415333229256351,0
32,127539.0,32526.0,0.2750544659384686,8.0,West,Partner,1,0.25502787382482983,0.7151416114400184,0
18,38421.0,28779.0,0.3712685932726534,0.0,East,Branch,0,0.7490434918209041,0.3712685932726534,0
36,55424.0,74537.0,0.8369979706554967,0.0,South,Online,1,1.344850606211301,0.8369979706554967,1
20,85407.0,7304.0,0.07875698484259072,0.0,East,Online,0,0.08551992225361482,0.07875698484259072,1
21,63348.0,1000.0,0.46282627036852,9.0,East,Branch,1,0.01578581802084066,1.2959135570318558,0
18,85840.0,30599.0,0.48141614495740664,6.0,East,Branch,0,0.3564655172372267,1.0591155189062946,0
45,105712.0,70559.0,0.6850751660983778,0.0,East,Partner,1,0.6674644316570734,0.6850751660983778,0
49,88830.0,71763.0,1.0,0.0,East,Branch,1,0.8078689631790177,1.0,0
47,93716.0,22902.0,0.061729081605502216,8.0,West,Online,0,0.24437662725421086,0.16049561217430577,1
23,110050.0,1000.0,0.2999223674241316,4.0,North,Branch,0,0.009086778736855186,0.5398602613634369,0
46,82929.0,1000.0,0.015669928518319567,0.0,South,Partner,0,0.012058507880089494,0.015669928518319567,0
30,110383.0,23276.0,0.3213753137185393,9.0,West,Branch,1,0.210865803609153,0.8998508784119099,0
55,31994.0,2964.0,0.0,8.0,South,Online,0,0.09264237044156272,0.0,1
18,70679.0,1000.0,0.33348086605144484,6.0,West,Online,1,0.014148474086869532,0.7336579053131786,1
18,57792.0,30527.0,0.4528914176903811,3.0,East,Online,0,0.5282218992156661,0.7246262683046099,1
44,97961.0,21650.0,0.19355371051883064,6.0,South,Branch,0,0.22100631883891544,0.42581816314142745,0
34,102485.0,15184.0,0.104872366716445,2.0,South,Branch,1,0.14815826706202706,0.14682131340302298,0
62,68819.0,1000.0,0.19032265900137385,8.0,South,Branch,0,0.014530870834878001,0.49483891340357206,0
68,94888.0,1000.0,0.0,10.0,North,Online,0,0.010538740409635162,0.0,1
34,104093.0,13035.0,0.3786847059388414,8.0,South,Online,1,0.125224558806786,0.9845802354409877,1
18,46030.0,1000.0,0.35677564971944703,2.0,East,Partner,1,0.02172496198084456,0.49948590960722583,0
74,83252.0,1000.0,0.16486859343217472,10.0,West,Partner,0,0.012011723441935188,0.49460578029652413,0
50,69310.0,64529.0,0.8386778037057288,0.0,West,Partner,1,0.9310200548127108,0.8386778037057288,0
46,73431.0,27657.0,0.3092019604374316,9.0,South,Branch,0,0.37663929402600216,0.8657654892248084,0
38,83258.0,23332.0,0.4812176469204441,0.0,West,Partner,0,0.28023733454706773,0.4812176469204441,0
40,65526.0,30542.0,1.0,0.0,South,Partner,1,0.4661050575273005,1.0,0
42,74670.0,9422.0,0.0,5.0,West,Partner,0,0.12618186687925298,0.0,0
49,56846.0,1000.0,0.0,6.0,West,Online,0,0.017591387256489614,0.0,1
70,72919.0,1000.0,0.0,13.0,South,Partner,0,0.013713846870997769,0.0,0
22,93732.0,17129.0,0.17621939434685807,6.0,East,Online,1,0.182744420260074,0.3876826675630878,1
36,51015.0,7631.0,0.2718755814628783,4.0,West,Online,0,0.14958345584338756,0.489376046633181,1
30,70748.0,39697.0,0.5021752995210998,0.0,North,Partner,0,0.5611042008175341,0.5021752995210998,0
18,111372.0,24435.0,0.19344416011966603,0.0,North,Branch,0,0.21939984915221603,0.19344416011966603,0
51,129299.0,1000.0,0.0,5.0,East,Online,0,0.007734011863914385,0.0,1
18,77055.0,1000.0,0.4426145407687612,0.0,North,Branch,0,0.012977743170294235,0.4426145407687612,0
57,60151.0,1000.0,0.061583628530294664,8.0,West,Partner,0,0.016624827517138122,0.16011743417876614,0
52,99677.0,63825.0,0.4636703415389434,0.0,South,Partner,1,0.6403182278696157,0.4636703415389434,0
36,105771.0,3278.0,0.3562953736470526,0.0,South,Branch,0,0.0309914815967421,0.3562953736470526,0
30,63332.0,1000.0,0.2566175573600038,2.0,West,Partner,0,0.01578980610093176,0.3592645803040053,0
24,88660.0,36685.0,0.23987340467578258,5.0,East,Online,0,0.413771712154142,0.47974680935156516,1
18,123519.0,1000.0,0.07443474956961704,9.0,West,Partner,0,0.008095920465611802,0.2084172987949277,0
18,93000.0,14307.0,0.12129493352685665,3.0,East,Online,0,0.15383870967576518,0.19407189364297064,1
23,81520.0,60634.0,0.22593890342079814,0.0,East,Branch,0,0.74379293424014,0.22593890342079814,0
18,111456.0,1000.0,0.26579633203670333,0.0,East,Partner,0,0.008972150444938163,0.26579633203670333,0
28,112927.0,35045.0,1.0,0.0,West,Online,1,0.3103332241154876,1.0,1
18,72559.0,2671.0,0.20229092025323792,0.0,West,Online,0,0.036811422428136946,0.20229092025323792,1
27,156083.0,51286.0,0.11564631461598723,2.0,North,Online,0,0.32858158799915055,0.16190484046238213,1
36,67345.0,13962.0,0.0,3.0,East,Partner,0,0.2073205137692877,0.0,0
20,92921.0,9758.0,0.1644200992808827,5.0,West,Online,1,0.10501393656864419,0.3288401985617654,1
32,94458.0,9352.0,0.0,2.0,East,Online,0,0.09900696605794103,0.0,1
18,25959.0,32999.0,0.29413627427123173,4.0,South,Partner,0,1.2711968873503912,0.5294452936882171,0
40,129232.0,12716.0,0.13575670396361886,3.0,West,Partner,0,0.09839668193560112,0.21721072634179017,0
23,100114.0,1859.0,0.18177380508767763,0.0,South,Branch,0,0.018568831531867985,0.18177380508767763,0
57,166084.0,1000.0,0.6345583803269509,7.0,North,Partner,0,0.006021049589328165,1.522940112784682,0
43,47589.0,1000.0,0.3404057111423014,3.0,South,Partner,0,0.021013259366218805,0.5446491378276822,0
32,101951.0,1000.0,0.20236932857965195,7.0,North,Partner,0,0.00980863355916265,0.48568638859116464,0
47,102532.0,30954.0,0.5525449843652813,6.0,East,Branch,0,0.3018959934430042,1.215598965603619,0
47,91753.0,33254.0,0.8394062757854995,2.0,West,Online,0,0.3624295663317556,1.1751687860996993,1
29,84633.0,38020.0,0.0,5.0,South,Branch,0,0.44923375042301195,0.0,0
65,100787.0,1000.0,0.6901486666237937,10.0,East,Partner,0,0.009921914532529772,2.070445999871381,0
52,84868.0,10144.0,0.17743088016962305,6.0,West,Partner,0,0.11952679455013049,0.3903479363731707,0
18,75155.0,1000.0,0.25257501228569423,0.0,South,Branch,0,0.013305834608298773,0.25257501228569423,0
72,43560.0,1000.0,0.7757900253069103,7.0,West,Branch,0,0.022956841138132303,1.8618960607365846,0
39,96639.0,29226.0,0.19912925483345395,2.0,North,Partner,0,0.3024244870052213,0.2787809567668355,0
30,82600.0,26947.0,0.20653529163947737,0.0,East,Partner,0,0.3262348668241376,0.20653529163947737,0
47,111851.0,20379.0,0.16132080466352344,7.0,North,Partner,0,0.18219774521298696,0.38716993119245624,0
19,97737.0,24881.0,0.1952150793529307,0.0,West,Branch,0,0.25457094037821326,0.1952150793529307,0
27,80418.0,1000.0,0.007653069357144368,8.0,North,Online,0,0.012435026983853927,0.019897980328575357,1
61,61729.0,4318.0,0.0,9.0,West,Partner,0,0.0699509144799049,0.0,0
24,63333.0,1000.0,0.0,0.0,South,Branch,0,0.015789556786891673,0.0,0
54,109354.0,1000.0,0.012692884132634502,12.0,North,Branch,0,0.009144612908451958,0.043155806050957306,0
31,84751.0,3196.0,0.24573324341015598,2.0,East,Branch,0,0.03771046949254038,0.34402654077421835,0
48,75335.0,1000.0,0.20204355942519853,4.0,West,Online,0,0.013274042609500578,0.36367840696535736,1
23,52644.0,3080.0,0.5245421777021751,5.0,North,Branch,1,0.05850619253744954,1.0490843554043503,0
26,79230.0,1000.0,0.11492369864234116,0.0,South,Online,0,0.012621481761799553,0.11492369864234116,1
18,112943.0,1000.0,0.131680523901129,0.0,East,Branch,0,0.008854023710997106,0.131680523901129,0
26,86561.0,1000.0,0.11267473794773065,0.0,North,Branch,1,0.011552546758799546,0.11267473794773065,0
32,55410.0,40954.0,0.43694697744704947,0.0,West,Partner,0,0.7391084641628026,0.43694697744704947,0
48,120421.0,1000.0,0.4601825428219987,3.0,East,Online,0,0.008304199433584639,0.736292068515198,1
55,103314.0,88277.0,0.553719774937388,0.0,West,Partner,1,0.8544534138562591,0.553719774937388,0
20,53485.0,29044.0,0.0,2.0,South,Online,0,0.5430307562766564,0.0,1
48,53142.0,3286.0,0.2611507490240956,5.0,West,Partner,0,0.061834330660083654,0.5223014980481911,0
31,61719.0,1000.0,0.11519335049769348,0.0,South,Online,0,0.016202466015065014,0.11519335049769348,1
36,141649.0,18226.0,0.14992702787362594,1.0,South,Online,0,0.12867016357243136,0.17991243344835112,1
19,118412.0,1000.0,0.6788141545360415,5.0,South,Online,1,0.008445090024588344,1.357628309072083,1
60,96868.0,10204.0,0.2295572264429066,12.0,East,Partner,0,0.10533922451061921,0.7804945699058824,0
50,79085.0,1915.0,0.032631502760915705,7.0,North,Online,0,0.02421445280363894,0.07831560662619769,1
75,103259.0,1000.0,0.7244023757060297,10.0,East,Partner,0,0.009684385864576605,2.173207127118089,0
68,89803.0,1000.0,0.47822130044400946,10.0,West,Branch,0,0.011135485451364259,1.4346639013320284,0
28,109931.0,17411.0,0.21258847834139455,0.0,North,Partner,0,0.15838116636655375,0.21258847834139455,0
73,91609.0,1000.0,0.0,12.0,West,Branch,0,0.01091595803893814,0.0,0
18,97811.0,70754.0,0.3195435098588232,1.0,West,Online,0,0.7233746715530629,0.3834522118305878,1
18,47958.0,29471.0,0.2192065186648126,0.0,North,Partner,0,0.6145168689141641,0.2192065186648126,0
52,21934.0,1000.0,0.21554008244356931,6.0,East,Partner,0,0.04559131941070524,0.4741881813758525,0
32,85026.0,22834.0,0.5396337663457556,8.0,South,Online,1,0.26855314844555134,1.4030477924989644,1
47,63970.0,6326.0,0.6229261524139929,-0.0,East,Online,0,0.0988901047350494,0.6229261524139929,1
24,81750.0,46391.0,0.46612853629396567,6.0,South,Partner,1,0.5674740061092665,1.0254827798467245,0
49,75292.0,36540.0,1.0,0.0,North,Branch,1,0.4853105243520519,1.0,0
46,63862.0,2545.0,0.0,5.0,South,Partner,0,0.03985155491466206,0.0,0
51,62044.0,60227.0,0.5066690973041736,0.0,North,Online,1,0.9707143317489086,0.5066690973041736,1
59,112506.0,61570.0,1.0,0.0,South,Branch,1,0.5472597016999338,1.0,0
