order_id,customer_id,product_id,order_date,quantity,discount,ship_days
10607,248,1043,2022-04-23,5,0.0,6
10608,28,1045,2024-10-26,5,0.15,2
10609,298,1049,2022-04-11,7,0.05,7
10610,361,1066,2022-03-16,4,0.15,3
10611,108,1037,2023-05-26,7,0.1,6
10612,233,1042,2022-07-14,6,0.15,7
10613,2,1043,2022-04-22,6,0.2,6
10614,448,1024,2024-08-14,7,0.05,5
10615,43,1076,2022-09-14,3,0.0,5
10616,433,1058,2024-10-09,2,0.15,5
10617,144,1070,2023-11-22,9,0.2,4
10618,119,1078,2023-09-01,9,0.0,7
10619,15,1012,2022-06-09,9,0.0,4
10620,487,1071,2024-09-13,9,0.0,6
10621,122,1073,2024-08-22,3,0.0,1
10622,107,1019,2023-06-25,6,0.05,1
10623,443,1079,2024-08-18,8,0.05,7
10624,289,1003,2023-09-05,3,0.0,5
10625,144,1019,2024-09-25,5,0.0,4
10626,52,1076,2024-09-05,4,0.0,6
10627,69,1029,2022-03-16,2,0.05,2
10628,432,1004,2023-01-18,1,0.2,6
10629,69,1002,2024-03-18,8,0.0,2
10630,367,1056,2023-08-03,2,0.05,2
10631,489,1007,2023-08-07,9,0.15,2
10632,355,1062,2023-08-13,6,0.05,1
10633,478,1008,2023-12-09,5,0.0,5
10634,18,1076,2024-04-01,8,0.1,2
10635,397,1055,2024-06-24,5,0.05,5
10636,312,1065,2024-03-19,4,0.1,1
10637,258,1060,2023-09-27,5,0.05,7
10638,45,1008,2024-08-12,9,0.0,3
10639,60,1004,2022-12-05,4,0.0,3
10640,240,1066,2022-01-21,1,0.1,1
10641,181,1075,2023-08-11,5,0.0,1
10642,65,1003,2023-04-12,8,0.0,1
10643,178,1069,2022-06-24,2,0.2,6
10644,19,1064,2022-09-08,4,0.0,2
10645,410,1043,2022-02-02,9,0.15,4
10646,85,1075,2022-04-02,7,0.05,3
10647,296,1062,2022-01-05,1,0.05,4
10648,55,1045,2022-04-10,5,0.1,3
10649,240,1070,2023-06-02,4,0.0,4
10650,67,1067,2023-09-24,3,0.0,1
10651,357,1048,2024-02-05,6,0.1,1
10652,207,1046,2022-05-10,7,0.1,5
10653,383,1007,2022-02-12,4,0.05,7
10654,90,1030,2023-10-05,9,0.15,5
10655,340,1054,2023-04-03,8,0.05,1
10656,368,1030,2024-09-06,3,0.0,7
10657,447,1010,2024-03-05,2,0.05,6
10658,165,1025,2022-06-08,9,0.0,4
10659,362,1045,2023-02-18,6,0.0,1
10660,61,1007,2023-12-10,7,0.0,5
10661,424,1053,2023-05-09,1,0.05,6
10662,115,1070,2024-08-08,9,0.1,7
10663,7,1010,2022-10-17,8,0.0,7
10664,412,1055,2023-11-28,4,0.0,3
10665,421,1006,2022-08-26,1,0.0,4
10666,387,1007,2023-02-05,9,0.0,5
10667,356,1029,2023-03-25,2,0.0,4
10668,437,1052,2024-02-25,3,0.0,2
10669,434,1020,2023-06-05,8,0.1,3
10670,69,1025,2022-09-25,7,0.0,1
10671,5,1015,2023-07-01,2,0.15,4
10672,343,1034,2024-03-09,8,0.0,2
10673,319,1015,2024-08-03,8,0.15,3
10674,321,1030,2023-06-28,4,0.0,3
10675,444,1049,2022-03-21,1,0.05,1
10676,413,1048,2023-10-31,6,0.2,7
10677,301,1024,2023-10-30,2,0.15,5
10678,302,1020,2023-12-22,5,0.0,3
10679,369,1047,2022-07-06,6,0.0,4
10680,90,1033,2022-01-14,2,0.0,5
10681,225,1036,2022-05-05,2,0.0,2
10682,166,1007,2024-02-01,1,0.1,2
10683,334,1068,2023-03-29,6,0.15,3
10684,458,1036,2024-09-07,5,0.1,5
10685,262,1052,2024-07-02,6,0.0,3
10686,432,1049,2022-02-05,7,0.0,3
10687,477,1013,2022-01-17,7,0.05,5
10688,349,1022,2022-01-31,4,0.0,5
10689,280,1031,2023-01-24,4,0.0,4
10690,416,1013,2022-03-19,2,0.1,4
10691,486,1020,2023-01-07,8,0.1,3
10692,96,1070,2022-10-30,4,0.1,3
10693,312,1055,2023-11-29,8,0.0,2
10694,90,1078,2024-04-25,9,0.1,2
10695,179,1026,2023-09-01,9,0.0,4
10696,494,1062,2022-04-30,9,0.1,5
10697,303,1046,2022-12-03,4,0.05,6
10698,457,1031,2023-07-30,3,0.0,2
10699,342,1063,2024-09-14,5,0.15,4
10700,462,1008,2024-03-21,2,0.05,2
10701,137,1024,2022-12-08,3,0.0,1
10702,169,1027,2023-08-19,3,0.1,4
10703,337,1046,2022-10-17,4,0.05,3
10704,238,1077,2022-11-12,4,0.0,2
10705,60,1043,2022-12-10,6,0.05,5
10706,298,1050,2024-05-14,5,0.15,2
10707,197,1019,2024-10-26,4,0.0,7
10708,488,1018,2022-08-01,8,0.05,7
10709,229,1076,2022-05-24,7,0.05,7
10710,104,1024,2024-06-07,9,0.1,1
10711,237,1064,2022-06-19,4,0.0,7
10712,476,1018,2023-12-16,6,0.0,7
10713,218,1078,2023-02-13,2,0.15,4
10714,267,1034,2023-03-03,7,0.15,1
10715,313,1070,2022-07-24,2,0.15,7
10716,145,1024,2022-07-11,4,0.0,6
10717,170,1059,2022-12-22,5,0.0,4
10718,258,1022,2024-03-10,5,0.1,6
10719,214,1037,2024-10-21,7,0.0,3
10720,14,1063,2024-08-04,8,0.0,5
10721,433,1010,2022-07-14,2,0.05,4
10722,237,1033,2023-12-14,3,0.1,7
10723,82,1053,2024-05-24,9,0.0,5
10724,476,1008,2024-05-08,3,0.15,6
10725,398,1057,2024-12-17,3,0.0,2
10726,335,1060,2022-08-22,7,0.1,7
10727,353,1016,2024-08-17,2,0.0,4
10728,358,1074,2022-02-20,6,0.0,6
10729,102,1065,2023-05-11,5,0.05,7
10730,447,1052,2024-08-11,2,0.0,6
10731,168,1058,2023-06-29,7,0.15,2
10732,273,1062,2022-06-20,8,0.05,6
10733,418,1020,2023-07-30,6,0.05,4
10734,136,1015,2024-11-13,1,0.15,3
10735,347,1006,2023-02-23,4,0.2,7
10736,436,1021,2024-03-15,7,0.0,6
10737,244,1011,2022-06-23,8,0.0,7
10738,5,1070,2024-12-13,7,0.15,5
10739,150,1074,2022-11-06,5,0.0,2
10740,116,1023,2023-12-07,3,0.05,5
10741,19,1038,2024-04-22,8,0.0,7
10742,52,1078,2023-08-22,5,0.0,5
10743,25,1072,2022-04-10,8,0.0,3
10744,26,1001,2023-04-23,8,0.15,5
10745,333,1002,2023-07-10,2,0.1,6
10746,257,1044,2024-10-05,1,0.1,4
10747,267,1055,2023-06-15,4,0.15,2
10748,178,1053,2023-01-06,8,0.0,4
10749,7,1010,2022-12-11,5,0.0,7
10750,440,1076,2022-11-28,7,0.0,5
10751,198,1033,2024-01-17,4,0.05,4
10752,212,1033,2022-06-25,7,0.1,4
10753,255,1054,2023-07-02,2,0.1,2
10754,32,1080,2022-07-12,1,0.0,4
10755,127,1011,2023-05-14,9,0.05,5
10756,48,1004,2022-03-29,8,0.05,1
10757,350,1020,2022-08-30,1,0.1,1
10758,398,1029,2024-03-16,2,0.1,4
10759,453,1075,2023-06-13,9,0.15,7
10760,126,1043,2022-06-28,3,0.1,2
10761,56,1016,2024-08-14,3,0.05,6
10762,267,1048,2023-01-10,2,0.05,7
10763,236,1060,2022-05-31,1,0.05,5
10764,339,1013,2023-10-02,6,0.0,7
10765,291,1059,2022-01-09,1,0.15,7
10766,483,1025,2024-05-09,7,0.0,7
10767,104,1078,2024-12-07,3,0.05,5
10768,404,1036,2023-07-20,3,0.1,4
10769,428,1019,2024-10-29,9,0.0,7
10770,158,1044,2023-08-05,4,0.0,1
10771,476,1074,2023-11-15,5,0.05,7
10772,242,1052,2023-08-02,4,0.15,6
10773,61,1033,2022-05-21,5,0.1,4
10774,174,1014,2023-09-01,5,0.2,7
10775,262,1080,2022-10-18,5,0.05,2
10776,40,1039,2023-09-28,7,0.0,5
10777,60,1054,2024-02-16,7,0.0,3
10778,299,1025,2022-11-17,3,0.0,4
10779,176,1044,2022-08-26,4,0.0,5
10780,436,1028,2023-01-08,9,0.0,1
10781,376,1048,2022-08-20,6,0.1,5
10782,435,1043,2022-08-06,6,0.1,1
10783,356,1050,2022-09-23,4,0.15,6
10784,190,1003,2022-06-25,7,0.05,1
10785,343,1027,2023-04-12,4,0.0,2
10786,230,1017,2022-11-21,2,0.0,4
10787,419,1026,2023-05-30,1,0.1,4
10788,211,1049,2024-05-03,2,0.2,3
10789,99,1019,2024-03-24,3,0.2,2
10790,218,1066,2022-10-26,4,0.15,6
10791,467,1014,2024-09-24,1,0.05,6
10792,200,1049,2023-12-12,7,0.0,7
10793,491,1046,2023-03-07,3,0.0,3
10794,179,1013,2023-04-08,2,0.0,2
10795,100,1080,2023-10-09,7,0.0,6
10796,14,1041,2022-04-04,9,0.0,3
10797,460,1003,2022-07-27,7,0.0,1
10798,397,1015,2023-11-09,2,0.1,6
10799,23,1046,2023-02-24,1,0.0,4
10800,447,1080,2024-11-28,6,0.0,1
10801,254,1012,2024-08-16,3,0.0,7
10802,235,1045,2024-03-05,2,0.0,1
10803,191,1009,2023-12-14,9,0.0,5
10804,22,1058,2022-05-25,8,0.0,2
10805,10,1023,2023-02-23,7,0.0,7
10806,360,1006,2024-02-14,2,0.0,7
10807,391,1026,2022-06-17,1,0.0,1
10808,281,1048,2023-04-25,1,0.2,3
10809,105,1013,2023-06-21,7,0.1,2
10810,72,1030,2024-02-10,3,0.15,6
10811,87,1059,2022-11-11,1,0.05,4
10812,252,1047,2023-01-16,4,0.0,1
10813,374,1061,2023-01-23,4,0.0,5
10814,212,1045,2023-03-17,4,0.1,4
10815,280,1065,2024-12-30,9,0.0,5
10816,195,1004,2022-07-22,8,0.0,5
10817,341,1069,2023-03-29,5,0.05,2
10818,141,1008,2022-04-30,8,0.0,5
10819,40,1018,2024-02-21,6,0.2,2
10820,407,1004,2023-02-26,3,0.0,3
10821,65,1064,2022-07-25,1,0.15,5
10822,440,1063,2022-04-10,3,0.0,3
10823,289,1076,2023-04-21,3,0.0,3
10824,233,1030,2022-01-08,4,0.15,6
10825,96,1005,2022-06-16,8,0.0,1
10826,98,1009,2024-12-31,2,0.15,3
10827,133,1027,2022-10-27,4,0.0,5
10828,17,1035,2022-09-30,5,0.0,2
10829,473,1056,2024-04-06,9,0.0,2
10830,266,1019,2022-10-18,7,0.0,4
10831,434,1067,2023-04-10,2,0.15,3
10832,137,1005,2023-12-21,2,0.0,2
10833,404,1059,2024-10-22,7,0.1,6
10834,47,1032,2024-01-13,4,0.05,3
10835,368,1024,2023-04-02,2,0.0,4
10836,376,1055,2023-08-28,3,0.15,7
10837,95,1014,2024-11-29,5,0.0,6
10838,175,1008,2022-09-07,3,0.05,7
10839,164,1032,2024-04-13,4,0.15,6
10840,253,1021,2022-03-05,8,0.05,3
10841,104,1030,2023-09-23,4,0.2,4
10842,392,1060,2022-03-28,4,0.15,2
10843,486,1077,2022-07-29,5,0.0,5
10844,71,1039,2024-08-08,5,0.0,7
10845,37,1069,2024-10-28,4,0.0,6
10846,81,1012,2022-07-22,2,0.0,5
10847,336,1080,2022-03-07,3,0.0,7
10848,439,1031,2023-11-02,6,0.0,1
10849,300,1010,2022-12-17,1,0.2,7
10850,135,1078,2024-11-12,3,0.1,1
10851,222,1057,2024-04-15,7,0.15,7
10852,229,1013,2024-06-02,5,0.0,5
10853,138,1047,2024-07-20,5,0.0,4
10854,483,1042,2023-04-02,2,0.0,5
10855,336,1016,2024-08-14,6,0.0,5
10856,95,1040,2024-12-21,3,0.0,2
10857,142,1031,2024-05-04,1,0.15,1
10858,293,1039,2024-01-07,1,0.0,6
10859,292,1062,2022-09-18,4,0.05,6
10860,12,1046,2023-01-10,2,0.0,3
10861,498,1067,2022-10-27,8,0.0,1
10862,201,1058,2024-03-23,4,0.0,6
10863,8,1076,2024-04-30,3,0.1,4
10864,295,1045,2023-05-28,8,0.0,3
10865,233,1067,2023-07-11,7,0.15,4
10866,333,1076,2022-04-02,1,0.0,5
10867,340,1017,2024-04-04,2,0.05,7
10868,283,1009,2022-06-01,1,0.05,4
10869,111,1077,2022-09-05,2,0.0,7
10870,497,1055,2023-04-24,5,0.1,6
10871,427,1029,2023-10-06,6,0.15,4
10872,39,1041,2022-09-24,6,0.05,5
10873,374,1017,2022-10-22,1,0.05,3
10874,495,1058,2023-04-03,7,0.15,6
10875,100,1051,2022-04-07,7,0.1,3
10876,407,1009,2024-10-25,2,0.05,6
10877,81,1023,2024-06-07,5,0.2,3
10878,93,1037,2022-06-26,7,0.0,7
10879,177,1008,2024-09-25,7,0.0,4
10880,15,1048,2022-01-21,6,0.0,4
10881,105,1063,2022-11-10,5,0.15,7
10882,240,1018,2024-08-18,6,0.1,7
10883,323,1011,2022-12-29,6,0.05,1
10884,261,1010,2022-09-29,5,0.2,3
10885,111,1009,2023-04-27,7,0.05,6
10886,475,1044,2024-04-30,9,0.0,6
10887,372,1012,2022-09-20,9,0.0,6
10888,174,1013,2024-09-13,2,0.0,7
10889,275,1076,2024-10-05,7,0.05,6
10890,37,1067,2022-08-31,4,0.05,6
10891,98,1021,2022-11-20,1,0.0,2
10892,388,1076,2023-03-09,2,0.0,3
10893,351,1074,2023-01-25,3,0.0,6
10894,180,1029,2023-12-08,2,0.15,2
10895,297,1017,2024-04-13,9,0.0,2
10896,474,1025,2024-12-17,8,0.1,7
10897,381,1010,2024-05-24,7,0.1,7
10898,370,1020,2024-04-11,9,0.1,2
10899,496,1025,2024-01-07,7,0.1,7
10900,439,1038,2022-02-11,7,0.0,4
10901,70,1015,2024-10-31,1,0.15,4
10902,358,1062,2023-02-09,3,0.05,2
10903,113,1027,2023-01-20,8,0.0,2
10904,495,1070,2024-04-11,2,0.0,6
10905,156,1070,2022-01-08,8,0.1,3
10906,449,1040,2023-07-17,8,0.0,4
10907,457,1040,2022-03-03,7,0.1,2
10908,84,1006,2022-07-18,3,0.05,6
10909,170,1063,2024-02-03,2,0.05,5
10910,157,1031,2024-10-08,9,0.0,7
10911,337,1014,2023-01-01,8,0.0,1
10912,84,1071,2024-10-06,2,0.05,5
10913,69,1047,2022-04-09,1,0.0,4
10914,98,1016,2024-12-19,5,0.0,1
10915,164,1029,2022-11-04,8,0.1,3
10916,381,1003,2022-08-31,8,0.2,4
10917,64,1042,2022-11-26,7,0.1,5
10918,414,1072,2024-04-05,5,0.2,2
10919,304,1034,2023-10-05,8,0.0,4
10920,478,1073,2024-05-19,3,0.0,2
10921,5,1010,2022-12-06,9,0.1,6
10922,322,1055,2024-09-14,1,0.0,1
10923,266,1051,2024-05-07,8,0.1,6
10924,349,1037,2023-01-01,5,0.2,4
10925,450,1064,2024-10-20,6,0.0,6
10926,96,1010,2023-04-07,1,0.05,5
10927,330,1078,2022-03-08,4,0.1,1
10928,18,1023,2023-09-19,8,0.05,5
10929,6,1031,2022-10-08,9,0.0,4
10930,288,1041,2022-01-15,9,0.15,5
10931,458,1025,2022-02-11,8,0.0,4
10932,12,1016,2022-09-05,4,0.0,4
10933,420,1066,2024-07-10,5,0.15,1
10934,472,1016,2024-07-17,7,0.0,3
10935,200,1002,2023-06-02,1,0.0,6
10936,139,1064,2022-03-10,4,0.0,6
10937,69,1013,2022-05-21,5,0.0,1
10938,208,1075,2024-10-22,2,0.1,7
10939,285,1047,2024-12-24,4,0.2,1
10940,58,1071,2024-08-10,4,0.05,2
10941,269,1009,2022-09-03,7,0.15,5
10942,275,1069,2022-10-20,9,0.1,4
10943,277,1059,2022-08-04,1,0.0,2
10944,343,1059,2022-01-26,3,0.05,3
10945,169,1012,2022-01-26,2,0.0,5
10946,316,1073,2024-11-10,2,0.0,4
10947,11,1005,2024-03-16,3,0.0,7
10948,454,1041,2024-04-18,5,0.15,7
10949,147,1065,2023-09-09,1,0.0,4
10950,129,1059,2024-07-04,3,0.0,3
10951,166,1032,2022-04-22,3,0.0,6
10952,455,1019,2022-04-01,2,0.0,2
10953,325,1060,2023-11-14,2,0.0,1
10954,402,1009,2023-04-20,1,0.15,7
10955,361,1051,2022-06-14,9,0.05,7
10956,426,1006,2022-06-13,7,0.1,4
10957,243,1072,2024-11-06,5,0.1,6
10958,479,1054,2022-09-11,6,0.0,5
10959,477,1009,2023-04-03,2,0.05,3
10960,199,1020,2022-06-15,7,0.15,1
10961,189,1043,2024-09-06,2,0.05,4
10962,488,1054,2023-03-02,7,0.05,5
10963,268,1004,2022-04-30,4,0.0,7
10964,222,1055,2022-12-21,1,0.1,7
10965,404,1049,2023-04-22,4,0.1,4
10966,333,1025,2024-05-11,7,0.0,3
10967,364,1032,2024-11-22,1,0.15,6
10968,80,1012,2024-07-09,5,0.15,7
10969,256,1023,2024-05-08,8,0.0,5
10970,335,1080,2022-07-26,9,0.05,7
10971,320,1079,2023-07-16,6,0.0,6
10972,414,1045,2022-05-20,9,0.0,7
10973,329,1013,2023-12-15,8,0.2,7
10974,168,1070,2023-10-17,1,0.15,2
10975,29,1067,2023-04-10,2,0.0,6
10976,446,1062,2023-03-13,5,0.0,2
10977,335,1013,2022-03-29,8,0.05,6
10978,197,1005,2024-10-30,6,0.05,7
10979,421,1049,2023-10-19,2,0.0,2
10980,141,1005,2022-09-02,4,0.0,7
10981,274,1066,2023-05-29,8,0.0,4
10982,476,1015,2024-06-24,9,0.05,6
10983,188,1061,2023-11-28,3,0.05,2
10984,92,1012,2023-02-06,7,0.1,4
10985,151,1073,2022-01-24,2,0.15,1
10986,368,1046,2022-04-14,8,0.15,1
10987,101,1063,2023-11-05,1,0.0,5
10988,500,1052,2022-09-17,6,0.15,4
10989,194,1078,2023-08-28,7,0.1,7
10990,149,1003,2024-09-13,6,0.0,6
10991,293,1021,2024-11-23,9,0.0,7
10992,466,1004,2023-06-06,8,0.0,5
10993,165,1080,2023-12-14,7,0.0,4
10994,251,1074,2024-03-18,3,0.0,1
10995,98,1073,2023-05-21,2,0.0,3
10996,122,1047,2024-12-29,9,0.0,2
10997,235,1010,2024-01-22,4,0.2,7
10998,3,1025,2022-01-26,8,0.0,4
10999,213,1004,2023-08-22,1,0.15,6
11000,427,1047,2023-02-19,9,0.1,5
11001,252,1021,2024-09-02,9,0.05,5
11002,406,1029,2024-11-25,2,0.0,1
11003,118,1005,2022-09-18,9,0.0,7
11004,382,1053,2024-10-12,9,0.15,4
11005,25,1077,2023-08-08,2,0.15,5
11006,369,1056,2024-05-01,2,0.05,5
11007,40,1031,2022-11-18,4,0.0,2
11008,439,1068,2024-10-01,1,0.05,7
11009,328,1050,2024-10-27,5,0.0,5
11010,357,1080,2024-06-12,4,0.0,7
11011,173,1059,2022-08-30,1,0.1,7
11012,108,1002,2023-12-19,3,0.0,6
11013,446,1030,2022-10-23,1,0.0,3
11014,484,1062,2023-11-22,2,0.0,4
11015,182,1029,2022-06-14,4,0.05,5
11016,344,1069,2022-10-06,1,0.2,2
11017,90,1030,2022-04-05,7,0.0,6
11018,480,1008,2022-11-30,9,0.05,3
11019,142,1030,2022-01-14,5,0.0,2
11020,256,1050,2024-12-21,9,0.0,5
11021,19,1043,2022-04-10,2,0.0,5
11022,145,1039,2022-10-21,5,0.05,6
11023,368,1043,2022-10-02,3,0.15,4
11024,465,1079,2023-08-25,4,0.05,5
11025,114,1009,2024-07-26,2,0.1,5
11026,98,1079,2024-02-10,4,0.0,4
11027,276,1022,2023-02-17,8,0.1,5
11028,24,1029,2024-10-10,3,0.0,2
11029,55,1021,2023-08-19,-1,0.0,6
11030,384,1063,2024-07-13,9,0.0,5
11031,262,1009,2022-12-07,3,0.1,1
11032,387,1057,2023-11-21,3,0.05,5
11033,293,1035,2023-05-04,5,0.0,5
11034,68,1030,2022-09-23,3,0.0,1
11035,87,1007,2023-01-11,8,0.0,4
11036,415,1029,2023-11-08,4,0.15,7
11037,332,1031,2023-04-08,7,0.15,3
11038,281,1035,2023-10-13,5,0.05,5
11039,211,1072,2024-10-07,7,0.05,2
11040,487,1067,2022-01-27,7,0.0,7
11041,416,1030,2022-06-03,4,0.1,5
11042,489,1002,2022-07-17,8,0.0,7
11043,326,1032,2024-07-22,6,0.1,1
11044,177,1032,2023-11-30,3,0.0,4
11045,334,1036,2023-08-11,5,0.0,3
11046,470,1047,2023-05-27,3,0.1,2
11047,244,1033,2022-07-17,3,0.1,4
11048,495,1041,2022-04-14,4,0.1,2
11049,428,1052,2024-05-31,1,0.15,2
11050,444,1064,2023-01-28,6,0.0,7
11051,364,1034,2022-04-02,1,0.05,7
11052,24,1028,2024-06-30,3,0.0,5
11053,430,1038,2023-10-02,7,0.0,3
11054,430,1018,2022-05-04,1,0.1,1
11055,335,1015,2023-11-17,5,0.1,2
11056,105,1041,2024-05-18,3,0.05,3
11057,54,1028,2023-02-22,6,0.05,1
11058,333,1048,2022-01-23,4,0.1,1
11059,62,1078,2022-01-03,5,0.0,1
11060,381,1015,2023-01-14,1,0.15,6
11061,491,1010,2022-09-27,7,0.15,3
11062,133,1025,2022-08-28,3,0.0,2
11063,126,1075,2023-10-14,7,0.05,4
11064,385,1011,2024-12-14,1,0.05,1
11065,248,1056,2023-12-25,7,0.0,4
11066,59,1005,2023-02-13,1,0.0,6
11067,251,1041,2023-05-22,2,0.1,4
11068,322,1061,2023-01-04,7,0.05,4
11069,292,1045,2024-12-24,6,0.0,3
11070,136,1077,2024-04-16,4,0.05,3
11071,41,1060,2022-06-17,4,0.1,6
11072,381,1058,2023-01-08,7,0.2,5
11073,203,1035,2023-09-09,8,0.0,4
11074,148,1080,2024-05-09,7,0.0,4
11075,399,1014,2023-01-29,8,0.15,4
11076,82,1064,2023-06-05,3,0.0,7
11077,24,1062,2023-12-31,7,0.0,7
11078,155,1071,2023-01-25,1,0.0,5
11079,194,1027,2024-10-20,5,0.05,3
11080,345,1075,2023-11-02,1,0.0,6
11081,60,1008,2023-06-09,1,0.2,2
11082,300,1042,2024-11-15,5,0.05,4
11083,369,1074,2024-11-30,2,0.0,3
11084,301,1043,2023-07-26,5,0.0,5
11085,49,1038,2023-10-28,9,0.0,5
11086,207,1028,2024-02-14,5,0.0,3
11087,307,1077,2022-11-03,2,0.0,5
11088,19,1036,2022-07-07,4,0.0,1
11089,156,1004,2024-11-22,7,0.1,6
11090,98,1047,2024-12-05,3,0.0,5
11091,189,1009,2022-08-02,2,0.05,5
11092,313,1003,2024-05-09,1,0.0,4
11093,386,1080,2023-03-19,8,0.2,7
11094,330,1075,2024-07-31,1,0.0,2
11095,374,1074,2023-12-06,7,0.0,1
11096,145,1049,2023-02-08,8,0.05,7
11097,11,1061,2022-04-21,7,0.05,1
11098,424,1051,2024-08-27,3,0.0,1
11099,295,1026,2022-11-23,4,0.0,1
11100,469,1013,2024-04-27,9,0.05,2
11101,420,1011,2022-11-30,8,0.15,6
11102,114,1061,2022-02-17,8,0.1,2
11103,402,1009,2022-07-05,9,0.15,2
11104,69,1027,2022-05-23,1,0.0,7
11105,164,1032,2024-06-01,2,0.0,2
11106,300,1062,2023-07-17,8,0.05,7
11107,132,1043,2024-12-12,4,0.2,5
11108,118,1011,2023-01-08,8,0.2,2
11109,1,1015,2024-07-09,3,0.0,4
11110,51,1050,2024-01-10,3,0.2,7
11111,141,1021,2022-06-03,2,0.0,4
11112,150,1008,2023-07-07,8,0.0,4
11113,482,1075,2022-06-16,4,0.0,5
11114,251,1062,2023-06-24,1,0.05,7
11115,199,1049,2023-10-18,3,0.0,2
11116,10,1067,2023-11-04,3,0.0,6
11117,29,1045,2024-06-25,6,0.0,3
11118,282,1014,2022-03-06,1,0.0,5
11119,205,1053,2024-05-15,9,0.1,7
11120,359,1056,2024-08-06,7,0.0,1
11121,495,1037,2024-01-08,3,0.0,5
11122,201,1057,2023-12-06,4,0.0,3
11123,156,1044,2024-04-24,9,0.2,3
11124,424,1048,2023-04-23,4,0.1,6
11125,328,1073,2023-05-03,9,0.05,1
11126,364,1025,2023-07-03,6,0.0,4
11127,1,1075,2022-04-09,9,0.1,2
11128,155,1061,2024-10-06,5,0.0,3
11129,367,1017,2022-02-08,1,0.05,6
11130,116,1042,2023-04-17,2,0.0,7
11131,361,1006,2024-07-24,1,0.0,2
11132,326,1075,2024-10-27,6,0.1,1
11133,115,1044,2022-07-24,6,0.05,5
11134,5,1016,2022-11-19,4,0.0,6
11135,76,1077,2024-12-16,8,0.0,5
11136,159,1065,2023-12-01,3,0.0,6
11137,59,1044,2023-02-16,2,0.1,2
11138,440,1065,2023-12-03,9,0.05,1
11139,2,1063,2023-06-02,4,0.0,1
11140,315,1001,2022-09-01,7,0.15,1
11141,448,1031,2022-02-08,5,0.2,4
11142,477,1023,2022-01-08,4,0.05,1
11143,219,1027,2024-03-10,9,0.0,4
11144,458,1048,2022-11-21,2,0.1,3
11145,342,1074,2022-08-27,1,0.0,7
11146,367,1057,2024-03-25,9,0.05,1
11147,249,1045,2022-12-27,1,0.0,6
11148,335,1022,2023-03-15,9,0.0,3
11149,181,1028,2024-03-15,8,0.0,1
11150,138,1058,2022-04-20,5,0.0,4
11151,357,1043,2022-10-24,7,0.1,6
11152,467,1051,2023-02-27,1,0.0,5
11153,53,1048,2024-11-01,4,0.05,3
11154,208,1069,2023-10-21,7,0.0,3
11155,285,1013,2022-01-04,3,0.1,1
11156,172,1021,2023-12-04,9,0.0,4
11157,16,1072,2024-01-21,7,0.0,1
11158,207,1050,2024-08-07,4,0.0,5
11159,351,1019,2023-08-06,5,0.15,7
11160,305,1015,2024-11-25,9,0.0,7
11161,452,1010,2023-03-05,6,0.05,2
11162,328,1015,2022-06-25,3,0.0,7
11163,32,1070,2022-07-26,-1,0.0,1
11164,452,1005,2024-10-26,5,0.0,6
11165,326,1051,2023-03-26,7,0.05,4
11166,423,1018,2023-01-05,4,0.15,7
11167,27,1078,2022-02-13,2,0.05,4
11168,88,1026,2022-11-15,3,0.2,2
11169,173,1038,2022-07-04,9,0.0,3
11170,2,1023,2023-01-27,7,0.0,6
11171,428,1002,2024-03-31,8,0.0,6
11172,59,1013,2022-06-23,3,0.1,3
11173,7,1057,2023-08-19,3,0.0,5
11174,188,1056,2022-11-08,1,0.05,5
11175,25,1051,2024-05-23,1,0.0,2
11176,172,1007,2024-03-02,5,0.1,7
11177,72,1019,2022-06-17,5,0.0,2
11178,338,1021,2023-02-14,7,0.1,4
11179,96,1044,2022-12-28,5,0.0,7
11180,50,1035,2024-03-12,4,0.0,7
11181,480,1071,2022-04-05,8,0.05,3
11182,275,1056,2023-10-24,3,0.0,7
11183,99,1037,2024-06-10,9,0.0,2
11184,50,1029,2024-02-18,2,0.0,5
11185,356,1045,2023-06-25,5,0.1,6
11186,248,1072,2023-03-20,7,0.0,2
11187,351,1029,2022-05-10,6,0.15,3
11188,13,1020,2023-07-20,9,0.0,5
11189,489,1056,2023-09-21,1,0.0,2
11190,61,1073,2022-12-25,2,0.0,3
11191,223,1048,2024-09-03,9,0.0,2
11192,430,1033,2023-09-11,3,0.05,5
11193,431,1031,2024-02-20,7,0.0,5
11194,296,1078,2022-12-22,2,0.05,7
11195,138,1046,2023-10-24,2,0.15,7
11196,276,1053,2023-05-06,8,0.05,1
11197,489,1073,2022-06-15,1,0.05,4
11198,324,1080,2023-09-19,3,0.0,6
11199,24,1003,2023-11-12,1,0.2,2
11200,390,1057,2023-10-09,3,0.05,4
11201,427,1024,2024-04-04,8,0.05,7
11202,310,1066,2022-06-16,2,0.0,1
11203,289,1028,2022-02-08,7,0.0,5
11204,4,1049,2022-07-28,2,0.1,5
11205,346,1020,2023-03-26,3,0.0,1
11206,44,1054,2024-09-13,8,0.0,5
11207,66,1027,2023-12-05,3,0.0,4
11208,19,1023,2022-10-06,8,0.0,5
11209,14,1063,2024-05-14,2,0.0,4
11210,381,1050,2023-01-07,8,0.05,5
11211,100,1050,2022-05-19,9,0.0,1
11212,446,1028,2023-08-20,2,0.0,7
11213,225,1076,2023-08-06,2,0.05,1
